timestamp,municipality_id,usage,total_capacity
6/4/2017 11:59,5,268,587
6/4/2017 11:59,6,1297,3113
6/4/2017 11:59,3,1456,1930
6/4/2017 11:59,7,1479,2019
6/4/2017 11:59,8,1399,2947
6/4/2017 11:59,1,341,397
6/4/2017 11:59,9,845,1332
6/4/2017 11:59,4,3257,3893
6/4/2017 11:59,0,614,2813
6/4/2017 11:59,2,643,697
6/4/2017 12:29,2,657,697
6/4/2017 12:29,7,1493,2019
6/4/2017 12:29,3,1469,1930
6/4/2017 12:29,5,275,587
6/4/2017 12:29,9,845,1332
6/4/2017 12:29,0,613,2813
6/4/2017 12:29,4,3260,3893
6/4/2017 12:29,1,343,397
6/4/2017 12:29,8,1406,2947
6/4/2017 12:29,6,1306,3113
6/4/2017 13:02,8,1376,2947
6/4/2017 13:02,2,660,697
6/4/2017 13:02,1,342,397
6/4/2017 13:02,7,1470,2019
6/4/2017 13:02,3,1457,1930
6/4/2017 13:02,0,605,2813
6/4/2017 13:02,5,278,587
6/4/2017 13:02,6,1297,3113
6/4/2017 13:02,4,3241,3893
6/4/2017 13:02,9,819,1332
6/4/2017 13:29,3,1441,1930
6/4/2017 13:29,2,657,697
6/4/2017 13:29,5,272,587
6/4/2017 13:29,6,1282,3113
6/4/2017 13:29,4,3193,3893
6/4/2017 13:29,0,590,2813
6/4/2017 13:29,1,340,397
6/4/2017 13:29,9,820,1332
6/4/2017 13:29,7,1468,2019
6/4/2017 13:29,8,1369,2947
6/4/2017 14:02,4,3154,3893
6/4/2017 14:02,6,1271,3113
6/4/2017 14:02,9,824,1332
6/4/2017 14:02,7,1461,2019
6/4/2017 14:02,2,646,697
6/4/2017 14:02,1,341,397
6/4/2017 14:02,0,585,2813
6/4/2017 14:02,5,247,587
6/4/2017 14:02,3,1439,1930
6/4/2017 14:02,8,1361,2947
6/4/2017 14:29,9,802,1332
6/4/2017 14:29,1,331,397
6/4/2017 14:29,6,1247,3113
6/4/2017 14:29,7,1429,2019
6/4/2017 14:29,5,224,587
6/4/2017 14:29,2,636,697
6/4/2017 14:29,0,569,2813
6/4/2017 14:29,3,1438,1930
6/4/2017 14:29,8,1327,2947
6/4/2017 14:29,4,3122,3893
6/4/2017 14:57,0,538,2813
6/4/2017 14:57,4,3020,3893
6/4/2017 14:57,7,1355,2019
6/4/2017 14:57,9,762,1332
6/4/2017 14:57,2,602,697
6/4/2017 14:57,6,1178,3113
6/4/2017 14:57,8,1276,2947
6/4/2017 14:57,1,316,397
6/4/2017 14:57,5,201,587
6/4/2017 14:57,3,1390,1930
6/4/2017 15:30,2,581,697
6/4/2017 15:30,6,1136,3113
6/4/2017 15:30,0,520,2813
6/4/2017 15:30,3,1309,1930
6/4/2017 15:30,8,1222,2947
6/4/2017 15:30,4,2848,3893
6/4/2017 15:30,1,303,397
6/4/2017 15:30,5,174,587
6/4/2017 15:30,9,725,1332
6/4/2017 15:30,7,1297,2019
6/4/2017 16:04,0,470,2813
6/4/2017 16:04,8,1130,2947
6/4/2017 16:04,6,1028,3113
6/4/2017 16:04,3,1227,1930
6/4/2017 16:04,9,673,1332
6/4/2017 16:04,4,2665,3893
6/4/2017 16:04,7,1184,2019
6/4/2017 16:04,1,279,397
6/4/2017 16:04,2,520,697
6/4/2017 16:04,5,171,587
6/4/2017 16:31,7,1098,2019
6/4/2017 16:31,3,1084,1930
6/4/2017 16:31,0,415,2813
6/4/2017 16:31,8,1024,2947
6/4/2017 16:31,1,254,397
6/4/2017 16:31,5,152,587
6/4/2017 16:31,2,480,697
6/4/2017 16:31,4,2368,3893
6/4/2017 16:31,6,945,3113
6/4/2017 16:31,9,627,1332
6/5/2017 7:57,5,63,587
6/5/2017 7:57,9,462,1332
6/5/2017 7:57,1,155,397
6/5/2017 7:57,2,291,697
6/5/2017 7:57,4,1113,3893
6/5/2017 7:57,8,603,2947
6/5/2017 7:57,7,744,2019
6/5/2017 7:57,6,659,3113
6/5/2017 7:57,3,611,1930
6/5/2017 7:57,0,255,2813
6/5/2017 8:30,1,178,397
6/5/2017 8:30,5,68,587
6/5/2017 8:30,8,745,2947
6/5/2017 8:30,4,1608,3893
6/5/2017 8:30,6,769,3113
6/5/2017 8:30,9,496,1332
6/5/2017 8:30,7,826,2019
6/5/2017 8:30,2,339,697
6/5/2017 8:30,0,335,2813
6/5/2017 8:30,3,788,1930
6/5/2017 9:04,8,937,2947
6/5/2017 9:04,9,563,1332
6/5/2017 9:04,2,404,697
6/5/2017 9:04,7,958,2019
6/5/2017 9:04,4,2151,3893
6/5/2017 9:04,0,428,2813
6/5/2017 9:04,1,220,397
6/5/2017 9:04,5,80,587
6/5/2017 9:04,6,905,3113
6/5/2017 9:04,3,984,1930
6/5/2017 9:30,6,1012,3113
6/5/2017 9:30,2,473,697
6/5/2017 9:30,9,635,1332
6/5/2017 9:30,0,487,2813
6/5/2017 9:30,5,92,587
6/5/2017 9:30,1,265,397
6/5/2017 9:30,4,2561,3893
6/5/2017 9:30,7,1099,2019
6/5/2017 9:30,3,1147,1930
6/5/2017 9:30,8,1092,2947
6/5/2017 10:04,5,123,587
6/5/2017 10:04,6,1121,3113
6/5/2017 10:04,7,1255,2019
6/5/2017 10:04,3,1315,1930
6/5/2017 10:04,8,1230,2947
6/5/2017 10:04,2,545,697
6/5/2017 10:04,4,2966,3893
6/5/2017 10:04,9,719,1332
6/5/2017 10:04,0,556,2813
6/5/2017 10:04,1,319,397
6/5/2017 10:30,5,137,587
6/5/2017 10:30,9,770,1332
6/5/2017 10:30,8,1297,2947
6/5/2017 10:30,7,1348,2019
6/5/2017 10:30,6,1191,3113
6/5/2017 10:30,3,1388,1930
6/5/2017 10:30,4,3126,3893
6/5/2017 10:30,2,587,697
6/5/2017 10:30,0,595,2813
6/5/2017 10:30,1,346,397
6/5/2017 11:04,6,1259,3113
6/5/2017 11:04,4,3186,3893
6/5/2017 11:04,3,1419,1930
6/5/2017 11:04,0,612,2813
6/5/2017 11:04,2,628,697
6/5/2017 11:04,7,1420,2019
6/5/2017 11:04,5,157,587
6/5/2017 11:04,9,801,1332
6/5/2017 11:04,1,348,397
6/5/2017 11:04,8,1339,2947
6/5/2017 11:30,1,349,397
6/5/2017 11:30,3,1439,1930
6/5/2017 11:30,8,1349,2947
6/5/2017 11:30,6,1268,3113
6/5/2017 11:30,0,602,2813
6/5/2017 11:30,2,649,697
6/5/2017 11:30,4,3203,3893
6/5/2017 11:30,9,805,1332
6/5/2017 11:30,7,1445,2019
6/5/2017 11:30,5,171,587
6/5/2017 12:04,1,346,397
6/5/2017 12:04,3,1455,1930
6/5/2017 12:04,4,3222,3893
6/5/2017 12:04,8,1368,2947
6/5/2017 12:04,5,187,587
6/5/2017 12:04,2,659,697
6/5/2017 12:04,0,591,2813
6/5/2017 12:04,7,1468,2019
6/5/2017 12:04,6,1273,3113
6/5/2017 12:04,9,818,1332
6/5/2017 12:30,9,820,1332
6/5/2017 12:30,7,1481,2019
6/5/2017 12:30,2,670,697
6/5/2017 12:30,6,1287,3113
6/5/2017 12:30,0,589,2813
6/5/2017 12:30,5,192,587
6/5/2017 12:30,8,1380,2947
6/5/2017 12:30,4,3199,3893
6/5/2017 12:30,3,1446,1930
6/5/2017 12:30,1,345,397
6/5/2017 12:57,2,672,697
6/5/2017 12:57,5,184,587
6/5/2017 12:57,1,352,397
6/5/2017 12:57,4,3154,3893
6/5/2017 12:57,7,1499,2019
6/5/2017 12:57,0,595,2813
6/5/2017 12:57,8,1390,2947
6/5/2017 12:57,9,836,1332
6/5/2017 12:57,3,1427,1930
6/5/2017 12:57,6,1288,3113
6/5/2017 13:30,6,1257,3113
6/5/2017 13:30,0,592,2813
6/5/2017 13:30,5,188,587
6/5/2017 13:30,8,1395,2947
6/5/2017 13:30,3,1436,1930
6/5/2017 13:30,2,647,697
6/5/2017 13:30,7,1471,2019
6/5/2017 13:30,9,833,1332
6/5/2017 13:30,1,354,397
6/5/2017 13:30,4,3155,3893
6/5/2017 13:57,4,3149,3893
6/5/2017 13:57,7,1462,2019
6/5/2017 13:57,0,588,2813
6/5/2017 13:57,2,644,697
6/5/2017 13:57,9,827,1332
6/5/2017 13:57,6,1246,3113
6/5/2017 13:57,8,1384,2947
6/5/2017 13:57,3,1431,1930
6/5/2017 13:57,5,183,587
6/5/2017 13:57,1,354,397
6/5/2017 14:30,9,803,1332
6/5/2017 14:30,8,1359,2947
6/5/2017 14:30,2,629,697
6/5/2017 14:30,7,1423,2019
6/5/2017 14:30,5,167,587
6/5/2017 14:30,0,556,2813
6/5/2017 14:30,4,3081,3893
6/5/2017 14:30,6,1201,3113
6/5/2017 14:30,3,1418,1930
6/5/2017 14:30,1,345,397
6/5/2017 14:57,2,593,697
6/5/2017 14:57,7,1364,2019
6/5/2017 14:57,3,1387,1930
6/5/2017 14:57,9,780,1332
6/5/2017 14:57,4,2972,3893
6/5/2017 14:57,6,1144,3113
6/5/2017 14:57,0,530,2813
6/5/2017 14:57,5,154,587
6/5/2017 14:57,8,1323,2947
6/5/2017 14:57,1,335,397
6/5/2017 15:30,4,2791,3893
6/5/2017 15:30,0,491,2813
6/5/2017 15:30,8,1232,2947
6/5/2017 15:30,6,1065,3113
6/5/2017 15:30,7,1272,2019
6/5/2017 15:30,3,1312,1930
6/5/2017 15:30,9,717,1332
6/5/2017 15:30,5,138,587
6/5/2017 15:30,1,315,397
6/5/2017 15:30,2,564,697
6/5/2017 16:04,4,2580,3893
6/5/2017 16:04,2,522,697
6/5/2017 16:04,5,130,587
6/5/2017 16:04,7,1207,2019
6/5/2017 16:04,0,454,2813
6/5/2017 16:04,3,1212,1930
6/5/2017 16:04,1,293,397
6/5/2017 16:04,6,1001,3113
6/5/2017 16:04,9,694,1332
6/5/2017 16:04,8,1161,2947
6/5/2017 16:30,8,1063,2947
6/5/2017 16:30,5,123,587
6/5/2017 16:30,1,270,397
6/5/2017 16:30,2,474,697
6/5/2017 16:30,0,399,2813
6/5/2017 16:30,9,641,1332
6/5/2017 16:30,6,902,3113
6/5/2017 16:30,7,1106,2019
6/5/2017 16:30,4,2286,3893
6/5/2017 16:30,3,1058,1930
6/6/2017 7:57,0,183,2813
6/6/2017 7:57,4,1126,3893
6/6/2017 7:57,1,107,397
6/6/2017 7:57,2,365,697
6/6/2017 7:57,3,624,1930
6/6/2017 7:57,5,67,587
6/6/2017 7:57,7,769,2019
6/6/2017 7:57,6,701,3113
6/6/2017 7:57,8,554,2947
6/6/2017 7:57,9,413,1332
6/6/2017 8:30,7,862,2019
6/6/2017 8:30,5,72,587
6/6/2017 8:30,3,781,1930
6/6/2017 8:30,0,258,2813
6/6/2017 8:30,6,794,3113
6/6/2017 8:30,9,470,1332
6/6/2017 8:30,2,401,697
6/6/2017 8:30,4,1570,3893
6/6/2017 8:30,8,712,2947
6/6/2017 8:30,1,142,397
6/6/2017 8:57,1,166,397
6/6/2017 8:57,9,502,1332
6/6/2017 8:57,3,946,1930
6/6/2017 8:57,6,905,3113
6/6/2017 8:57,2,456,697
6/6/2017 8:57,4,1983,3893
6/6/2017 8:57,7,949,2019
6/6/2017 8:57,0,333,2813
6/6/2017 8:57,5,79,587
6/6/2017 8:57,8,867,2947
6/6/2017 9:30,9,559,1332
6/6/2017 9:30,8,992,2947
6/6/2017 9:30,2,514,697
6/6/2017 9:30,3,1128,1930
6/6/2017 9:30,4,2426,3893
6/6/2017 9:30,0,398,2813
6/6/2017 9:30,5,104,587
6/6/2017 9:30,1,201,397
6/6/2017 9:30,6,1008,3113
6/6/2017 9:30,7,1064,2019
6/6/2017 10:03,8,1128,2947
6/6/2017 10:03,6,1114,3113
6/6/2017 10:03,4,2711,3893
6/6/2017 10:03,1,237,397
6/6/2017 10:03,3,1239,1930
6/6/2017 10:03,7,1179,2019
6/6/2017 10:03,0,470,2813
6/6/2017 10:03,5,144,587
6/6/2017 10:03,9,630,1332
6/6/2017 10:03,2,558,697
6/6/2017 10:30,3,1294,1930
6/6/2017 10:30,6,1167,3113
6/6/2017 10:30,4,2859,3893
6/6/2017 10:30,2,587,697
6/6/2017 10:30,0,521,2813
6/6/2017 10:30,7,1270,2019
6/6/2017 10:30,5,169,587
6/6/2017 10:30,8,1231,2947
6/6/2017 10:30,9,692,1332
6/6/2017 10:30,1,277,397
6/6/2017 10:57,4,2966,3893
6/6/2017 10:57,6,1193,3113
6/6/2017 10:57,2,600,697
6/6/2017 10:57,0,549,2813
6/6/2017 10:57,7,1324,2019
6/6/2017 10:57,3,1344,1930
6/6/2017 10:57,8,1281,2947
6/6/2017 10:57,1,296,397
6/6/2017 10:57,9,733,1332
6/6/2017 10:57,5,186,587
6/6/2017 11:30,1,309,397
6/6/2017 11:30,4,3052,3893
6/6/2017 11:30,2,623,697
6/6/2017 11:30,0,578,2813
6/6/2017 11:30,7,1372,2019
6/6/2017 11:30,8,1312,2947
6/6/2017 11:30,5,200,587
6/6/2017 11:30,9,758,1332
6/6/2017 11:30,6,1238,3113
6/6/2017 11:30,3,1375,1930
6/6/2017 12:04,5,208,587
6/6/2017 12:04,0,601,2813
6/6/2017 12:04,4,3126,3893
6/6/2017 12:04,6,1282,3113
6/6/2017 12:04,7,1414,2019
6/6/2017 12:04,9,766,1332
6/6/2017 12:04,3,1403,1930
6/6/2017 12:04,1,321,397
6/6/2017 12:04,2,657,697
6/6/2017 12:04,8,1339,2947
6/6/2017 12:30,8,1357,2947
6/6/2017 12:30,7,1445,2019
6/6/2017 12:30,2,668,697
6/6/2017 12:30,0,609,2813
6/6/2017 12:30,5,215,587
6/6/2017 12:30,1,331,397
6/6/2017 12:30,3,1417,1930
6/6/2017 12:30,4,3135,3893
6/6/2017 12:30,9,786,1332
6/6/2017 12:30,6,1292,3113
6/6/2017 12:57,0,614,2813
6/6/2017 12:57,2,609,697
6/6/2017 12:57,7,1394,2019
6/6/2017 12:57,4,3146,3893
6/6/2017 12:57,5,207,587
6/6/2017 12:57,6,1229,3113
6/6/2017 12:57,9,794,1332
6/6/2017 12:57,1,339,397
6/6/2017 12:57,3,1431,1930
6/6/2017 12:57,8,1353,2947
6/6/2017 13:30,8,1349,2947
6/6/2017 13:30,9,788,1332
6/6/2017 13:30,4,3139,3893
6/6/2017 13:30,2,594,697
6/6/2017 13:30,0,601,2813
6/6/2017 13:30,6,1205,3113
6/6/2017 13:30,7,1373,2019
6/6/2017 13:30,5,217,587
6/6/2017 13:30,3,1428,1930
6/6/2017 13:30,1,334,397
6/6/2017 13:57,4,3143,3893
6/6/2017 13:57,0,590,2813
6/6/2017 13:57,6,1187,3113
6/6/2017 13:57,5,209,587
6/6/2017 13:57,3,1430,1930
6/6/2017 13:57,7,1372,2019
6/6/2017 13:57,2,591,697
6/6/2017 13:57,9,790,1332
6/6/2017 13:57,8,1346,2947
6/6/2017 13:57,1,337,397
6/6/2017 14:30,5,184,587
6/6/2017 14:30,3,1397,1930
6/6/2017 14:30,6,1133,3113
6/6/2017 14:30,8,1280,2947
6/6/2017 14:30,1,316,397
6/6/2017 14:30,4,3064,3893
6/6/2017 14:30,7,1315,2019
6/6/2017 14:30,9,745,1332
6/6/2017 14:30,2,579,697
6/6/2017 14:30,0,550,2813
6/6/2017 15:04,5,167,587
6/6/2017 15:04,3,1355,1930
6/6/2017 15:04,2,556,697
6/6/2017 15:04,6,1090,3113
6/6/2017 15:04,8,1255,2947
6/6/2017 15:04,1,305,397
6/6/2017 15:04,7,1277,2019
6/6/2017 15:04,9,730,1332
6/6/2017 15:04,4,2930,3893
6/6/2017 15:04,0,518,2813
6/6/2017 15:31,4,2757,3893
6/6/2017 15:31,5,162,587
6/6/2017 15:31,2,528,697
6/6/2017 15:31,8,1200,2947
6/6/2017 15:31,3,1278,1930
6/6/2017 15:31,9,705,1332
6/6/2017 15:31,0,499,2813
6/6/2017 15:31,7,1224,2019
6/6/2017 15:31,6,1041,3113
6/6/2017 15:31,1,296,397
6/6/2017 16:04,8,1132,2947
6/6/2017 16:04,3,1179,1930
6/6/2017 16:04,1,269,397
6/6/2017 16:04,4,2551,3893
6/6/2017 16:04,9,665,1332
6/6/2017 16:04,0,443,2813
6/6/2017 16:04,5,144,587
6/6/2017 16:04,7,1166,2019
6/6/2017 16:04,2,510,697
6/6/2017 16:04,6,982,3113
6/6/2017 16:30,5,138,587
6/6/2017 16:30,2,488,697
6/6/2017 16:30,1,256,397
6/6/2017 16:30,6,916,3113
6/6/2017 16:30,8,1034,2947
6/6/2017 16:30,4,2256,3893
6/6/2017 16:30,3,1037,1930
6/6/2017 16:30,7,1110,2019
6/6/2017 16:30,9,631,1332
6/6/2017 16:30,0,406,2813
6/7/2017 8:03,6,756,3113
6/7/2017 8:03,9,399,1332
6/7/2017 8:03,2,432,697
6/7/2017 8:03,5,67,587
6/7/2017 8:03,4,1049,3893
6/7/2017 8:03,7,822,2019
6/7/2017 8:03,8,527,2947
6/7/2017 8:03,3,596,1930
6/7/2017 8:03,0,198,2813
6/7/2017 8:03,1,114,397
6/7/2017 8:30,1,135,397
6/7/2017 8:30,3,747,1930
6/7/2017 8:30,4,1418,3893
6/7/2017 8:30,2,452,697
6/7/2017 8:30,6,830,3113
6/7/2017 8:30,7,880,2019
6/7/2017 8:30,0,259,2813
6/7/2017 8:30,9,437,1332
6/7/2017 8:30,8,664,2947
6/7/2017 8:30,5,70,587
6/7/2017 9:04,6,951,3113
6/7/2017 9:04,2,510,697
6/7/2017 9:04,9,498,1332
6/7/2017 9:04,0,335,2813
6/7/2017 9:04,4,1890,3893
6/7/2017 9:04,5,84,587
6/7/2017 9:04,8,838,2947
6/7/2017 9:04,1,168,397
6/7/2017 9:04,7,999,2019
6/7/2017 9:04,3,909,1930
6/7/2017 9:30,2,540,697
6/7/2017 9:30,5,112,587
6/7/2017 9:30,8,926,2947
6/7/2017 9:30,4,2158,3893
6/7/2017 9:30,7,1071,2019
6/7/2017 9:30,6,1012,3113
6/7/2017 9:30,9,540,1332
6/7/2017 9:30,3,1022,1930
6/7/2017 9:30,0,381,2813
6/7/2017 9:30,1,192,397
6/7/2017 9:57,9,587,1332
6/7/2017 9:57,0,413,2813
6/7/2017 9:57,5,137,587
6/7/2017 9:57,7,1156,2019
6/7/2017 9:57,6,1085,3113
6/7/2017 9:57,2,578,697
6/7/2017 9:57,4,2380,3893
6/7/2017 9:57,1,208,397
6/7/2017 9:57,8,988,2947
6/7/2017 9:57,3,1134,1930
6/7/2017 10:30,3,1195,1930
6/7/2017 10:30,4,2525,3893
6/7/2017 10:30,6,1147,3113
6/7/2017 10:30,0,456,2813
6/7/2017 10:30,5,181,587
6/7/2017 10:30,7,1232,2019
6/7/2017 10:30,9,626,1332
6/7/2017 10:30,2,615,697
6/7/2017 10:30,8,1050,2947
6/7/2017 10:30,1,233,397
6/7/2017 10:57,9,652,1332
6/7/2017 10:57,2,631,697
6/7/2017 10:57,3,1238,1930
6/7/2017 10:57,7,1274,2019
6/7/2017 10:57,8,1092,2947
6/7/2017 10:57,6,1171,3113
6/7/2017 10:57,5,197,587
6/7/2017 10:57,0,486,2813
6/7/2017 10:57,4,2600,3893
6/7/2017 10:57,1,255,397
6/7/2017 11:30,2,652,697
6/7/2017 11:30,7,1309,2019
6/7/2017 11:30,0,499,2813
6/7/2017 11:30,1,263,397
6/7/2017 11:30,9,666,1332
6/7/2017 11:30,8,1099,2947
6/7/2017 11:30,5,208,587
6/7/2017 11:30,3,1259,1930
6/7/2017 11:30,6,1192,3113
6/7/2017 11:30,4,2647,3893
6/7/2017 12:03,6,1217,3113
6/7/2017 12:03,0,518,2813
6/7/2017 12:03,1,285,397
6/7/2017 12:03,9,706,1332
6/7/2017 12:03,8,1145,2947
6/7/2017 12:03,2,669,697
6/7/2017 12:03,4,2668,3893
6/7/2017 12:03,5,219,587
6/7/2017 12:03,7,1366,2019
6/7/2017 12:03,3,1265,1930
6/7/2017 12:30,9,705,1332
6/7/2017 12:30,0,507,2813
6/7/2017 12:30,3,1271,1930
6/7/2017 12:30,4,2678,3893
6/7/2017 12:30,7,1370,2019
6/7/2017 12:30,1,283,397
6/7/2017 12:30,2,674,697
6/7/2017 12:30,5,215,587
6/7/2017 12:30,8,1134,2947
6/7/2017 12:30,6,1205,3113
6/7/2017 13:04,9,708,1332
6/7/2017 13:04,2,676,697
6/7/2017 13:04,3,1276,1930
6/7/2017 13:04,8,1133,2947
6/7/2017 13:04,6,1199,3113
6/7/2017 13:04,1,295,397
6/7/2017 13:04,5,209,587
6/7/2017 13:04,0,520,2813
6/7/2017 13:04,7,1375,2019
6/7/2017 13:04,4,2685,3893
6/7/2017 13:30,8,1121,2947
6/7/2017 13:30,1,295,397
6/7/2017 13:30,0,516,2813
6/7/2017 13:30,3,1265,1930
6/7/2017 13:30,6,1167,3113
6/7/2017 13:30,7,1346,2019
6/7/2017 13:30,5,210,587
6/7/2017 13:30,4,2632,3893
6/7/2017 13:30,2,662,697
6/7/2017 13:30,9,693,1332
6/7/2017 14:03,0,503,2813
6/7/2017 14:03,4,2591,3893
6/7/2017 14:03,5,202,587
6/7/2017 14:03,7,1320,2019
6/7/2017 14:03,6,1134,3113
6/7/2017 14:03,3,1254,1930
6/7/2017 14:03,2,645,697
6/7/2017 14:03,9,684,1332
6/7/2017 14:03,1,295,397
6/7/2017 14:03,8,1121,2947
6/7/2017 14:30,2,625,697
6/7/2017 14:30,4,2507,3893
6/7/2017 14:30,7,1293,2019
6/7/2017 14:30,6,1096,3113
6/7/2017 14:30,9,677,1332
6/7/2017 14:30,1,289,397
6/7/2017 14:30,5,190,587
6/7/2017 14:30,8,1097,2947
6/7/2017 14:30,0,479,2813
6/7/2017 14:30,3,1214,1930
6/7/2017 15:04,1,269,397
6/7/2017 15:04,4,2364,3893
6/7/2017 15:04,3,1189,1930
6/7/2017 15:04,2,607,697
6/7/2017 15:04,0,443,2813
6/7/2017 15:04,5,181,587
6/7/2017 15:04,7,1231,2019
6/7/2017 15:04,8,1051,2947
6/7/2017 15:04,9,633,1332
6/7/2017 15:04,6,1048,3113
6/7/2017 15:30,9,611,1332
6/7/2017 15:30,1,262,397
6/7/2017 15:30,7,1193,2019
6/7/2017 15:30,0,429,2813
6/7/2017 15:30,3,1139,1930
6/7/2017 15:30,5,168,587
6/7/2017 15:30,2,591,697
6/7/2017 15:30,8,1013,2947
6/7/2017 15:30,6,1014,3113
6/7/2017 15:30,4,2263,3893
6/7/2017 15:57,8,968,2947
6/7/2017 15:57,9,573,1332
6/7/2017 15:57,6,945,3113
6/7/2017 15:57,3,1060,1930
6/7/2017 15:57,1,249,397
6/7/2017 15:57,4,2132,3893
6/7/2017 15:57,7,1115,2019
6/7/2017 15:57,5,167,587
6/7/2017 15:57,2,551,697
6/7/2017 15:57,0,404,2813
6/7/2017 16:30,3,915,1930
6/7/2017 16:30,6,905,3113
6/7/2017 16:30,5,141,587
6/7/2017 16:30,7,1075,2019
6/7/2017 16:30,2,544,697
6/7/2017 16:30,4,1839,3893
6/7/2017 16:30,9,540,1332
6/7/2017 16:30,8,895,2947
6/7/2017 16:30,1,225,397
6/7/2017 16:30,0,350,2813
6/8/2017 7:57,1,65,397
6/8/2017 7:57,7,700,2019
6/8/2017 7:57,5,67,587
6/8/2017 7:57,2,401,697
6/8/2017 7:57,6,637,3113
6/8/2017 7:57,8,352,2947
6/8/2017 7:57,4,533,3893
6/8/2017 7:57,9,308,1332
6/8/2017 7:57,3,313,1930
6/8/2017 7:57,0,95,2813
6/8/2017 8:30,2,402,697
6/8/2017 8:30,4,586,3893
6/8/2017 8:30,8,376,2947
6/8/2017 8:30,7,720,2019
6/8/2017 8:30,5,70,587
6/8/2017 8:30,9,327,1332
6/8/2017 8:30,0,119,2813
6/8/2017 8:30,6,653,3113
6/8/2017 8:30,1,79,397
6/8/2017 8:30,3,346,1930
6/8/2017 8:57,6,683,3113
6/8/2017 8:57,7,766,2019
6/8/2017 8:57,1,101,397
6/8/2017 8:57,5,84,587
6/8/2017 8:57,3,406,1930
6/8/2017 8:57,2,409,697
6/8/2017 8:57,9,366,1332
6/8/2017 8:57,0,158,2813
6/8/2017 8:57,8,411,2947
6/8/2017 8:57,4,671,3893
6/8/2017 9:30,7,831,2019
6/8/2017 9:30,5,113,587
6/8/2017 9:30,2,430,697
6/8/2017 9:30,9,410,1332
6/8/2017 9:30,1,137,397
6/8/2017 9:30,6,711,3113
6/8/2017 9:30,4,772,3893
6/8/2017 9:30,8,442,2947
6/8/2017 9:30,3,464,1930
6/8/2017 9:30,0,204,2813
6/8/2017 10:04,8,490,2947
6/8/2017 10:04,6,742,3113
6/8/2017 10:04,9,469,1332
6/8/2017 10:04,4,916,3893
6/8/2017 10:04,5,167,587
6/8/2017 10:04,0,265,2813
6/8/2017 10:04,7,900,2019
6/8/2017 10:04,3,541,1930
6/8/2017 10:04,2,440,697
6/8/2017 10:04,1,179,397
6/8/2017 10:30,1,207,397
